Outcome,Approach,Estimate,SE,CI_Lower,CI_Upper,Correlation,Measure,Selection
O1,Bivariate Selection on effect,1.54357462818488,0.19588123072673255,1.1596474159604842,1.9275018404092756,-0.6,log OR,0.8
O2,Bivariate Selection on effect,0.5939808331927748,0.3731324478350337,-0.13735876456389118,1.3253204309494409,-0.6,log OR,0.8
O1,Bivariate Selection on zscore,1.5219145275253603,0.19778536643090933,1.134255209320778,1.9095738457299425,-0.6,log OR,0.8
O2,Bivariate Selection on zscore,0.6119079649445288,0.37505508860865083,-0.12320000872842685,1.3470159386174845,-0.6,log OR,0.8
O1,Naive estimate,1.5579846694444206,0.18937078996178003,1.1868247413954327,1.9291445974934085,-0.6,log OR,0.9
O2,Naive estimate,1.144008830309589,0.47628551649410744,0.2105063716230806,2.0775112889960976,-0.6,log OR,0.9
O1,Bivariate Selection on effect,1.537758674816861,0.19810805515452984,1.1494668867139826,1.9260504629197395,-0.6,log OR,0.9
O2,Bivariate Selection on effect,0.5667714855311865,0.3664955646945438,-0.15155982127011935,1.2851027923324922,-0.6,log OR,0.9
O1,Bivariate Selection on zscore,1.512342633923083,0.20146154667916866,1.1174780024319124,1.9072072654142536,-0.6,log OR,0.9
O2,Bivariate Selection on zscore,0.5788779004910422,0.36663658991966497,-0.13972981575150112,1.2974856167335855,-0.6,log OR,0.9
O1,Naive estimate,1.5579846694444206,0.18937078996178003,1.1868247413954327,1.9291445974934085,-0.6,log OR,1
O2,Naive estimate,1.144008830309589,0.47628551649410744,0.2105063716230806,2.0775112889960976,-0.6,log OR,1
O1,Bivariate Selection on effect,1.531243383101924,0.2005535050479744,1.1381585132078942,1.924328252995954,-0.6,log OR,1
O2,Bivariate Selection on effect,0.544398830313264,0.360480873594486,-0.16214368193192852,1.2509413425584563,-0.6,log OR,1
O1,Bivariate Selection on zscore,1.5020012019288984,0.2053372456752508,1.099540200405407,1.90446220345239,-0.6,log OR,1
O2,Bivariate Selection on zscore,0.5509071571298003,0.3583502947539212,-0.1514594205878853,1.253273734847486,-0.6,log OR,1
O1,Naive estimate,1.5579846694444206,0.18937078996178003,1.1868247413954327,1.9291445974934085,-0.6,log OR,1.1
O2,Naive estimate,1.144008830309589,0.47628551649410744,0.2105063716230806,2.0775112889960976,-0.6,log OR,1.1
O1,Bivariate Selection on effect,1.5242431299681396,0.20311163301707366,1.1261443292546751,1.922341930681604,-0.6,log OR,1.1
O2,Bivariate Selection on effect,0.5263131474558058,0.35517870714033045,-0.16983711853924188,1.2224634134508534,-0.6,log OR,1.1
O1,Bivariate Selection on zscore,1.4915048532736344,0.20906417289597715,1.081739074397519,1.9012706321497497,-0.6,log OR,1.1
O2,Bivariate Selection on zscore,0.5282048609017563,0.35066992242052347,-0.15910818704246965,1.2155179088459822,-0.6,log OR,1.1
O1,Naive estimate,1.5579846694444206,0.18937078996178003,1.1868247413954327,1.9291445974934085,-0.6,log OR,1.2000000000000002
O2,Naive estimate,1.144008830309589,0.47628551649410744,0.2105063716230806,2.0775112889960976,-0.6,log OR,1.2000000000000002
O1,Bivariate Selection on effect,1.516977594430497,0.2056723888457186,1.1138597122928886,1.9200954765681055,-0.6,log OR,1.2000000000000002
O2,Bivariate Selection on effect,0.5119158786224256,0.3505973036675293,-0.17525483656593177,1.199086593810783,-0.6,log OR,1.2000000000000002
O1,Bivariate Selection on zscore,1.4814915326356173,0.21237309334550633,1.065240269678425,1.8977427955928097,-0.6,log OR,1.2000000000000002
O2,Bivariate Selection on zscore,0.510583235475602,0.3439878906083057,-0.16363303011667718,1.1847995010678813,-0.6,log OR,1.2000000000000002
O1,Naive estimate,1.5579846694444206,0.18937078996178003,1.1868247413954327,1.9291445974934085,-0.6,log OR,1.3
O2,Naive estimate,1.144008830309589,0.47628551649410744,0.2105063716230806,2.0775112889960976,-0.6,log OR,1.3
O1,Bivariate Selection on effect,1.5096527706083855,0.20813862305810424,1.1017010694145013,1.9176044718022698,-0.6,log OR,1.3
O2,Bivariate Selection on effect,0.5006130477346081,0.3466877649840763,-0.17889497163418133,1.1801210671033977,-0.6,log OR,1.3
O1,Bivariate Selection on zscore,1.4724658971841114,0.21512967605123448,1.0508117321236918,1.8941200622445309,-0.6,log OR,1.3
O2,Bivariate Selection on zscore,0.49747836050097793,0.33850971871238156,-0.1660006881752899,1.1609574091772457,-0.6,log OR,1.3
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0
O1,Bivariate Selection on effect,1.0952142024394633,0.14979816337151883,0.8016098022312864,1.3888186026476403,-0.6,log RR,0
O2,Bivariate Selection on effect,0.9987221746465342,0.405289070883823,0.20435559571424122,1.7930887535788274,-0.6,log RR,0
O1,Bivariate Selection on zscore,1.0952142024394633,0.14979816337151883,0.8016098022312864,1.3888186026476403,-0.6,log RR,0
O2,Bivariate Selection on zscore,0.9987221746465342,0.405289070883823,0.20435559571424122,1.7930887535788274,-0.6,log RR,0
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.1
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.1
O1,Bivariate Selection on effect,1.0958543836665675,0.15002257313814105,0.8018101403158111,1.389898627017324,-0.6,log RR,0.1
O2,Bivariate Selection on effect,0.9294517293453736,0.4047188018397344,0.13620287773949413,1.722700580951253,-0.6,log RR,0.1
O1,Bivariate Selection on zscore,1.0934897515950741,0.1497720797744648,0.7999364752371232,1.387043027953025,-0.6,log RR,0.1
O2,Bivariate Selection on zscore,0.9393945153685272,0.4049703247270053,0.1456526789035969,1.7331363518334575,-0.6,log RR,0.1
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.2
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.2
O1,Bivariate Selection on effect,1.0964921794708944,0.15029778464063573,0.8019085215752484,1.3910758373665404,-0.6,log RR,0.2
O2,Bivariate Selection on effect,0.8605838911123034,0.4051277695896283,0.06653346271663185,1.654634319507975,-0.6,log RR,0.2
O1,Bivariate Selection on zscore,1.0917080521293274,0.14972587191758255,0.7982453431708656,1.3851707610877892,-0.6,log RR,0.2
O2,Bivariate Selection on zscore,0.8795521015003412,0.4054072788756961,0.0849538349039769,1.6741503680967056,-0.6,log RR,0.2
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.30000000000000004
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.30000000000000004
O1,Bivariate Selection on effect,1.0971200099546552,0.15062959357135758,0.8018860065547944,1.392354013354516,-0.6,log RR,0.30000000000000004
O2,Bivariate Selection on effect,0.7916595454654932,0.40626569969238696,-0.0046212259315852044,1.5879403168625716,-0.6,log RR,0.30000000000000004
O1,Bivariate Selection on zscore,1.0898404680949956,0.14966815030053016,0.7964908935059565,1.3831900426840347,-0.6,log RR,0.30000000000000004
O2,Bivariate Selection on zscore,0.8185085760438698,0.4069073330413851,0.020970203282755007,1.6160469488049847,-0.6,log RR,0.30000000000000004
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.4
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.4
O1,Bivariate Selection on effect,1.0976835233886704,0.15099464167094429,0.8017340257136196,1.3936330210637211,-0.6,log RR,0.4
O2,Bivariate Selection on effect,0.7226407649530152,0.4077140029740553,-0.07647868087613319,1.5217602107821637,-0.6,log RR,0.4
O1,Bivariate Selection on zscore,1.0878447496741783,0.14960505646980987,0.7946188389933511,1.3810706603550056,-0.6,log RR,0.4
O2,Bivariate Selection on zscore,0.755362035444614,0.40967097365772864,-0.047593072924534074,1.558317143813762,-0.6,log RR,0.4
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.5
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.5
O1,Bivariate Selection on effect,1.0981016311852196,0.1513408153589727,0.8014736330816332,1.394729629288806,-0.6,log RR,0.5
O2,Bivariate Selection on effect,0.6541666262485211,0.4087567914081946,-0.14699668491154028,1.4553299374085824,-0.6,log RR,0.5
O1,Bivariate Selection on zscore,1.0857017220844252,0.14954161090010223,0.7926001647202248,1.3788032794486256,-0.6,log RR,0.5
O2,Bivariate Selection on zscore,0.6894209777305264,0.41331481426566713,-0.12067605823018124,1.499518013691234,-0.6,log RR,0.5
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.6000000000000001
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.6000000000000001
O1,Bivariate Selection on effect,1.098293094538898,0.1515978627322028,0.8011612835837805,1.3954249054940155,-0.6,log RR,0.6000000000000001
O2,Bivariate Selection on effect,0.5876683809700716,0.4085816045393607,-0.21315156392707546,1.3884883258672187,-0.6,log RR,0.6000000000000001
O1,Bivariate Selection on zscore,1.083453765093972,0.149482587256192,0.7904678940718356,1.3764396361161082,-0.6,log RR,0.6000000000000001
O2,Bivariate Selection on zscore,0.6209706803639362,0.4166131671336283,-0.19559112721797522,1.4375324879458478,-0.6,log RR,0.6000000000000001
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.7000000000000001
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.7000000000000001
O1,Bivariate Selection on effect,1.0982038603663569,0.15169791931513257,0.800875938508697,1.3955317822240167,-0.6,log RR,0.7000000000000001
O2,Bivariate Selection on effect,0.5251019514863727,0.406677015444058,-0.27198499878398086,1.3221889017567263,-0.6,log RR,0.7000000000000001
O1,Bivariate Selection on zscore,1.0812232245072166,0.14943351744577837,0.7883335303134911,1.3741129187009422,-0.6,log RR,0.7000000000000001
O2,Bivariate Selection on zscore,0.5519396344959856,0.4178545411623394,-0.26705526618219955,1.3709345351741709,-0.6,log RR,0.7000000000000001
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.8
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.8
O1,Bivariate Selection on effect,1.0978240686114429,0.1515969018853351,0.8006941409161861,1.3949539963066997,-0.6,log RR,0.8
O2,Bivariate Selection on effect,0.4683512672270781,0.40309377613736974,-0.3217125340021666,1.2584150684563227,-0.6,log RR,0.8
O1,Bivariate Selection on zscore,1.079185516276336,0.1494012806016683,0.7863590062970661,1.372012026255606,-0.6,log RR,0.8
O2,Bivariate Selection on zscore,0.4857665145662979,0.41579854461979293,-0.3291986328884962,1.300731662021092,-0.6,log RR,0.8
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,0.9
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,0.9
O1,Bivariate Selection on effect,1.0971870114481312,0.15128540599172632,0.8006676157043476,1.3937064071919147,-0.6,log RR,0.9
O2,Bivariate Selection on effect,0.4186540348434369,0.398363116048459,-0.3621376726115427,1.1994457422984164,-0.6,log RR,0.9
O1,Bivariate Selection on zscore,1.0775013624754572,0.14939252353543223,0.78469201634601,1.3703107086049044,-0.6,log RR,0.9
O2,Bivariate Selection on zscore,0.4262211496219567,0.41048637052740006,-0.37833213661174747,1.2307744358556607,-0.6,log RR,0.9
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,1
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,1
O1,Bivariate Selection on effect,1.0963535120505026,0.1507852923590167,0.8008143390268299,1.3918926850741753,-0.6,log RR,1
O2,Bivariate Selection on effect,0.3763695336558043,0.3931872160022115,-0.3942774097085303,1.1470164770201388,-0.6,log RR,1
O1,Bivariate Selection on zscore,1.0762541025772665,0.14941035073428288,0.7834098151380721,1.369098390016461,-0.6,log RR,1
O2,Bivariate Selection on zscore,0.375931143998364,0.40314018721221545,-0.4142236229375782,1.1660859109343062,-0.6,log RR,1
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,1.1
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,1.1
O1,Bivariate Selection on effect,1.0953926513582666,0.15013744630896514,0.8011232565926949,1.3896620461238383,-0.6,log RR,1.1
O2,Bivariate Selection on effect,0.341112572123537,0.3881570033200051,-0.4196751543836729,1.101900298630747,-0.6,log RR,1.1
O1,Bivariate Selection on zscore,1.0754350376227448,0.1494526375631935,0.7825078679988856,1.3683622072466042,-0.6,log RR,1.1
O2,Bivariate Selection on zscore,0.3356712709277642,0.395332617669691,-0.43918065970483017,1.1105232015603586,-0.6,log RR,1.1
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,1.2000000000000002
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,1.2000000000000002
O1,Bivariate Selection on effect,1.094367614087752,0.14938878405857065,0.8015655973329536,1.3871696308425505,-0.6,log RR,1.2000000000000002
O2,Bivariate Selection on effect,0.31205966268069557,0.38363270067377825,-0.4398604306399098,1.063979756001301,-0.6,log RR,1.2000000000000002
O1,Bivariate Selection on zscore,1.0749732329141475,0.14951358485052466,0.7819266066071191,1.3680198592211759,-0.6,log RR,1.2000000000000002
O2,Bivariate Selection on zscore,0.3046618150334127,0.3882364326909575,-0.4562815930408639,1.0656052231076893,-0.6,log RR,1.2000000000000002
O1,Naive estimate,1.0987423386030368,0.15125031066374517,0.8022971770516019,1.3951875001544718,-0.6,log RR,1.3
O2,Naive estimate,1.139766193872531,0.4602340373222393,0.23772405626147908,2.041808331483583,-0.6,log RR,1.3
O1,Bivariate Selection on effect,1.0933289914761162,0.14858321463657445,0.8021058907884302,1.3845520921638022,-0.6,log RR,1.3
O2,Bivariate Selection on effect,0.28823600407968936,0.37976124658354565,-0.4560960392240601,1.0325680473834389,-0.6,log RR,1.3
O1,Bivariate Selection on zscore,1.074776515063431,0.1495865969276702,0.7815867850851974,1.3679662450416645,-0.6,log RR,1.3
O2,Bivariate Selection on zscore,0.2813264320035119,0.38239558169305343,-0.46816890811487283,1.0308217721218966,-0.6,log RR,1.3
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,0
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,0
O1,Bivariate Selection on effect,1.537888183459161,0.18312004014951475,1.178972904766112,1.8968034621522099,-0.3,log OR,0
O2,Bivariate Selection on effect,1.0647901576529684,0.442030131986236,0.1984110989599459,1.9311692163459908,-0.3,log OR,0
O1,Bivariate Selection on zscore,1.537888183459161,0.18312004014951475,1.178972904766112,1.8968034621522099,-0.3,log OR,0
O2,Bivariate Selection on zscore,1.0647901576529684,0.442030131986236,0.1984110989599459,1.9311692163459908,-0.3,log OR,0
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,0.1
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,0.1
O1,Bivariate Selection on effect,1.5356859161890097,0.18285854288937714,1.1772831721258306,1.894088660252189,-0.3,log OR,0.1
O2,Bivariate Selection on effect,0.976460501001958,0.4395750086259042,0.11489348409518585,1.8380275179087302,-0.3,log OR,0.1
O1,Bivariate Selection on zscore,1.5338104733300177,0.1824913994900774,1.1761273303294661,1.8914936163305693,-0.3,log OR,0.1
O2,Bivariate Selection on zscore,0.9870035290366785,0.4399023019844304,0.12479501714719488,1.849212040926162,-0.3,log OR,0.1
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,0.2
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,0.2
O1,Bivariate Selection on effect,1.533354261618929,0.18251033303461434,1.175634008871085,1.891074514366773,-0.3,log OR,0.2
O2,Bivariate Selection on effect,0.8905981367689257,0.43619138697696386,0.03566301829407659,1.745533255243775,-0.3,log OR,0.2
O1,Bivariate Selection on zscore,1.529753645272781,0.1818859900202947,1.1732571048330032,1.8862501857125586,-0.3,log OR,0.2
O2,Bivariate Selection on zscore,0.9108007612876077,0.43700942812188664,0.054262282168709874,1.7673392404065056,-0.3,log OR,0.2
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,0.30000000000000004
O2,Naive estimate,1.1296475233345176,0.47342829160108785,0.20174512253405896,2.0575499241349764,-0.3,log OR,0.30000000000000004
O1,Bivariate Selection on effect,1.5307789051910063,0.18202143666859405,1.174016889320562,1.8875409210614507,-0.3,log OR,0.30000000000000004
O2,Bivariate Selection on effect,0.8090956671557635,0.431568507373696,-0.03677860729668059,1.6549699416082078,-0.3,log OR,0.30000000000000004
O1,Bivariate Selection on zscore,1.5257598332066722,0.18128380117917087,1.1704435828954973,1.881076083517847,-0.3,log OR,0.30000000000000004
O2,Bivariate Selection on zscore,0.8370959746975547,0.43350044455485187,-0.01256489662995497,1.6867568460250644,-0.3,log OR,0.30000000000000004
O1,Naive estimate,1.5412101831907004,0.18439367746673027,1.1798052163790143,1.9026151500023865,-0.3,log OR,0.4
